speaker	sentence	frequency	syntax	VA	dur_VA	abs1_VA	abs1_VA_dur	abs2_VA	abs2_VA_dur	abs3_VA	abs3_VA_dur	AN	dur_AN	abs1_AN	abs1_AN_dur	abs2_AN	abs2_AN_dur	abs3_AN	abs3_AN_dur	verb	V_freq	noun	N_freq	V_A_freq	A_N_freq	ratio_BI	dummy
Sp3	Sn119	if	aa	uys_g	0,468	R-V-Rh	0,417	YY	YY	A-Cl	0,052	reen_p	0,316	R-A-ORh	0,242	YY	YY	N-Cl	0,074	dyes	Vi	paper	Nf	VA_med	AN_high	r_AN_high	XXX
Sp3	Sn120	ii	aa	uys_g	0,57	R-V-Rh	0,453	YY	YY	A-Cl	0,117	reen_p	0,33	R-A-ORh	0,277	YY	YY	N-Cl	0,054	dyes	Vi	paisley	Ni	VA_med	AN_high	r_med	XXX
Sp3	Sn121	ff	aa	d_c	0,141	V-Co	0,041	IM1-R?	0,025	A-Cl	0,075	losed_d	0,438	R-A-ORh	0,273	IM2-R	0,074	N-Cl	0,091	called	Vf	doors	Nf	VA_med	AN_high	r_AN_high	XXX
Sp3	Sn122	fi	aa	d_c	0,181	V-Co	0,033	IM1-R	0,039	A-Cl	0,11	losed_d	0,519	R-A-ORh	0,361	IM2-R	0,054	N-Cl	0,104	called	Vf	dorms	Ni	VA_med	AN_low	r_VA_high	XXX
Sp3	Sn123	if	aa	d_c	0,232	V-Co	0,044	IM1-R	0,051	A-Cl	0,137	losed_d	0,484	R-A-ORh	0,33	IM2-R	0,06	N-Cl	0,094	walled	Vi	doors	Nf	VA_low	AN_high	r_AN_high	XXX
Sp3	Sn124	ii	aa	d_c	0,15	V-Co	0,042	IM1-R	0,028	A-Cl	0,08	losed_d	0,479	R-A-ORh	0,341	IM2-R	0,044	N-Cl	0,093	walled	Vi	dorms	Ni	VA_low	AN_low	r_VA_high	XXX
Sp3	Sn143	ff	aa	layed_d	0,384	YY	YY	IM1-R	0,054	YY	YY	ead_f	0,362	R-A-Rh	0,189	YY	YY	YY	YY	played	Vf	fish	Nf	VA_high	AN_high	r_med	XXX
Sp3	Sn144	fi	aa	layed_d	0,671	R-V-ORh	0,364	IM1-R	0,184	A-Cl	0,123	ead_f	0,351	?R-A-Rh	0,158	YY	YY	YY	YY	played	Vf	fiends	Ni	VA_high	AN_med	r_VA_high	XXX
Sp3	Sn145	if	aa	layed_d	0,453	V-ORh	0,315	IM1-R	0,05	A-Cl	0,088	ead_f	0,345	R-A-Rh	0,169	YY	YY	YY	YY	slayed	Vi	fish	Nf	VA_low	AN_high	r_AN_high	XXX
Sp3	Sn146	ii	aa	ERROR (stay, not slay)	0,457	R(err)-V-ORh	0,273	IM1-R	0,082	A-Cl	0,103	ead_f	0,361	R-A-Rh	0,163	YY	YY	YY	YY	slayed	Vi	fiends	Ni	VA_low	AN_med	r_AN_high	XXX
Sp3	Sn149	ff	aa	l	0,106	YY	YY	YY	YY	A-On	0,106	oose_b	0,302	A-Rh	0,204	YY	YY	N-Cl	0,098	shake	Vf	boxes	Nf	VA_high	AN_high	r_med	XXX
Sp3	Sn150	fi	aa	l	0,071	YY	YY	YY	YY	A-On	0,071	oose_b	0,34	A-Rh	0,24	YY	YY	N-Cl	0,101	shake	Vf	bobbers	Ni	VA_high	AN_low	r_VA_high	XXX
Sp3	Sn151	if	aa	l	0,06	YY	YY	YY	YY	A-On	0,06	oose_b	0,304	A-Rh	0,214	YY	YY	N-Cl	0,09	snakes	Vi	boxes	Nf	VA_med	AN_high	r_AN_high	XXX
Sp3	Sn152	ii	aa	l	0,108	YY	YY	YY	YY	A-On	0,108	oose_b	0,342	A-Rh	0,225	YY	YY	N-Cl	0,118	snakes	Vi	bobbers	Ni	VA_med	AN_low	r_VA_high	XXX
Sp3	Sn159	ff	aa	th	0,15	YY	YY	YY	YY	A-On	0,15	in_f	0,286	A-Rh	0,163	YY	YY	N-On	0,123	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp3	Sn160	fi	aa	th	0,171	YY	YY	YY	YY	A-On	0,171	in_f	0,321	A-Rh	0,172	YY	YY	N-On	0,149	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp3	Sn161	if	aa	th	0,181	YY	YY	YY	YY	A-On	0,181	in_f	0,264	A-Rh	0,147	YY	YY	N-On	0,117	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp3	Sn162	ii	aa	th	0,179	YY	YY	YY	YY	A-On	0,179	in_f	0,286	A-Rh	0,14	YY	YY	N-On	0,146	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
Sp5	Sn125	ff	aa	ade	0,696	V-Rh	0,266	IM1-RP	0,43	YY	YY	d_p	0,126	A-Co	0,044	IM2-R	0,013	N-Cl	0,069	made	Vf	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp5	Sn126	fi	aa	ade	0,298	V-Rh	0,247	IM1-RP	0,051	YY	YY	d_p	0,134	A-Cod	0,041	IM2-R	0,017	N-Cl	0,077	made	Vf	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp5	Sn127	if	aa	ade	0,391	V-Rh	0,305	IM1-RP	0,087	YY	YY	d_p	0,124	A-Co	0,042	IM2-R	0,016	N-Cl	0,066	shade	Vi	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp5	Sn128	ii	aa	ade	0,332	V-Rh	0,237	IM1-RP	0,095	YY	YY	d_p	0,134	A-Co	0,048	IM2-R	0,009	N-Cl	0,077	shade	Vi	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp5	Sn149	ff	bb	l	0,059	YY	YY	YY	YY	A-On	0,059	oose_b	0,44	A-Rh	0,314	YY	YY	N-Cl	0,127	shake	Vf	boxes	Nf	VA_high	AN_high	r_med	XXX
Sp5	Sn150	fi	bb	l	0,063	YY	YY	YY	YY	A-On	0,063	oose_b	0,398	A-Rh	0,255	YY	YY	N-Cl	0,144	shake	Vf	bobbers	Ni	VA_high	AN_low	r_VA_high	XXX
Sp5	Sn151	if	bb	l	0,06	YY	YY	YY	YY	A-On	0,06	oose_b	0,424	A-Rh	0,287	YY	YY	N-Cl	0,137	snakes	Vi	boxes	Nf	VA_med	AN_high	r_AN_high	XXX
Sp5	Sn152	ii	bb	l	0,053	YY	YY	YY	YY	A-On	0,053	oose_b	0,599	A-Rh	0,426	YY	YY	N-Cl	0,174	snakes	Vi	bobbers	Ni	VA_med	AN_low	r_VA_high	XXX
Sp5	Sn159	ff	aa	th	0,117	YY	YY	IM1-P	0,289	A-On	0,117	in_f	0,265	A-Rh	0,185	YY	YY	N-On	0,08	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp5	Sn160	fi	aa	th	0,136	YY	YY	IM1-P	0,168	A-On	0,136	in_f	0,291	A-Rh	0,208	YY	YY	N-On	0,083	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp5	Sn161	if	aa	th	0,134	YY	YY	IM1-P	0,284	A-On	0,134	in_f	0,261	A-Rh	0,19	YY	YY	N-On	0,071	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp5	Sn162	ii	aa	th	0,163	YY	YY	IM1-P	0,205	A-On	0,163	in_f	0,282	A-Rh	0,2	YY	YY	N-On	0,082	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
Sp6	Sn113	ff	aa	ropped_f	0,701	R-V-ORh	0,331	IM1-RP	0,276	A-On	0,094	lat_p	0,197	YY	YY	YY	YY	YY	YY	dropped	Vf	plants	Nf	VA_med	AN_med	r_med	XXX
Sp6	Sn114	fi	aa	ropped_f	0,643	R-V-ORh	0,318	IM1-RP	0,186	?A-On	0,139	lat_p	0,171	YY	YY	YY	YY	YY	YY	dropped	Vf	planks	Ni	VA_med	AN_med	r_med	XXX
Sp6	Sn115	if	aa	ropped_f	0,754	R-V-ORh	0,354	IM1-RP	0,265	A-On	0,136	lat_p	0,208	YY	YY	YY	YY	YY	YY	cropped	Vi	plants	Nf	VA_low	AN_med	r_AN_high	XXX
Sp6	Sn116	ii	aa	ropped_f	0,735	R-V-ORh	0,32	IM1-RP	0,301	A-On	0,114	lat_p	0,196	YY	YY	YY	YY	YY	YY	cropped	Vi	planks	Ni	VA_low	AN_med	r_med	XXX
Sp6	Sn121	ff	aa	d_c	0,245	V-Co	0,057	IM1-R	0,05	A-Cl	0,137	losed_d	0,326	R-A-ORh	0,272	YY	YY	YY	YY	called	Vf	doors	Nf	VA_med	AN_high	r_AN_high	XXX
Sp6	Sn122	fi	aa	d_c	0,303	V-Co	0,038	IM1-R	0,077	A-Cl	0,188	losed_d	0,337	R-A-ORh	0,269	YY	YY	YY	YY	called	Vf	dorms	Ni	VA_med	AN_low	r_VA_high	XXX
Sp6	Sn123	if	aa	d_c	0,255	V-Co	0,048	YY	YY	YY	YY	losed_d	0,361	R-A-ORh	0,304	YY	YY	N-Cl	0,057	walled	Vi	doors	Nf	VA_low	AN_high	r_AN_high	XXX
Sp6	Sn124	ii	aa	d_c	0,399	V-Co	0,061	IM1-R	0,089	A-Cl	0,249	losed_d	0,382	R-A-ORh	0,249	IM2-(R)	0,065	N-Cl	0,068	walled	Vi	dorms	Ni	VA_low	AN_low	r_VA_high	XXX
Sp6	Sn129	ff	aa	k_c	0,268	V-Co	0,098	IM1-R	0,06	A-Cl	0,11	lean_f	0,365	R-A-ORh	0,262	YY	YY	N-On	0,103	make	Vf	fields	Nf	VA_high	AN_high	r_VA_high	XXX
Sp6	Sn130	fi	aa	k_c	0,262	V-Co	0,084	IM1-R	0,044	A-Cl	0,134	lean_f	0,357	R-A-ORh	0,243	YY	YY	N-On	0,113	make	Vf	fiefs	Ni	VA_high	AN_low	r_VA_high	XXX
Sp6	Sn131	if	aa	k_c	0,269	V-Co	0,108	IM1-R	0,079	A-Cl	0,083	lean_f	0,421	R-A-ORh	0,303	YY	YY	N-On	0,118	rake	Vi	fields	Nf	VA_med	AN_high	r_AN_high	XXX
Sp6	Sn132	ii	aa	k_c	0,229	V-Co	0,081	IM1-R	0,075	A-Cl	0,073	lean_f	0,381	R-A-ORh	0,257	YY	YY	N-On	0,124	rake	Vi	fiefs	Ni	VA_med	AN_low	r_VA_high	XXX
Sp6	Sn137	ff	bb	ayed	0,163	R-V-Rh	0,145	IM1-R	0,018	YY	YY	k_s	0,46	A-Co	0,113	IM2-RP	0,204	N-On	0,143	stayed	Vf	sisters	Nf	VA_high	AN_low	r_VA_high	XXX
Sp6	Sn138	fi	bb	ayed	0,171	?R-V-Rh	0,157	YY	YY	YY	YY	k_s	0,432	A-Co	0,115	IM2-RP	0,176	N-On	0,141	stayed	Vf	sissies	Ni	VA_high	AN_low	r_VA_high	XXX
Sp6	Sn139	if	bb	ayed	0,182	R-V-Rh	0,164	IM1-R	0,017	YY	YY	k_s	0,458	A-Co	0,106	IM2-RP	0,226	N-On	0,126	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp6	Sn140	if	bb	ayed	0,218	R-V-Rh	0,193	YY	YY	YY	YY	k_s	0,427	A-Co	0,135	IM2-RP	0,152	N-On	0,14	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp6	Sn141	ii	bb	ayed	0,177	R-V-Rh	0,16	IM1-R	0,017	YY	YY	k_s	0,42	A-Co	0,12	IM2-RP	0,172	N-On	0,128	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp6	Sn142	ii	bb	ayed	0,229	R-V-Rh	0,207	IM1-R	0,022	YY	YY	k_s	0,372	A-Co	0,107	IM2-RP	0,124	N-On	0,141	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp6	Sn159	ff	aa	th	0,05	YY	YY	YY	YY	A-On	0,05	in_f	0,218	A-Rh	0,122	YY	YY	N-On	0,096	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp6	Sn160	fi	aa	th	0,074	YY	YY	YY	YY	A-On	0,074	in_f	0,219	A-Rh	0,133	YY	YY	N-On	0,086	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp6	Sn161	if	aa	?th	0,087	YY	YY	YY	YY	A-On	0,087	in_f	0,254	A-Rh	0,139	YY	YY	N-On	0,115	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp6	Sn162	ii	aa	?th	0,1	YY	YY	YY	YY	A-On	0,1	in_f	0,215	A-Rh	0,13	YY	YY	N-On	0,086	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
Sp10	Sn129	ff	bb	k_c	0,114	YY	YY	YY	YY	YY	YY	lean_f	0,621	R-A-ORh	0,42	IM2-P	0,05	N-On	0,15	make	Vf	fields	Nf	VA_high	AN_high	r_VA_high	XXX
Sp10	Sn130	fi	bb	k_c	0,127	YY	YY	YY	YY	A-Cl	0,033	lean_f	0,727	R-A-ORh	0,397	IM2-P	0,195	N-On	0,135	make	Vf	fiefs	Ni	VA_high	AN_low	r_VA_high	XXX
Sp10	Sn131	if	bb	k_c	0,126	YY	YY	YY	YY	YY	YY	lean_f	0,631	R-A-ORh	0,434	IM2-P	0,141	?N-On	0,056	rake	Vi	fields	Nf	VA_med	AN_high	r_AN_high	XXX
Sp10	Sn132	ii	bb	k_c	0,127	V-Co	0,118	YY	YY	YY	YY	lean_f	0,656	R-A-ORh	0,422	IM2-P	0,098	N-On	0,136	rake	Vi	fiefs	Ni	VA_med	AN_low	r_VA_high	XXX
Sp10	Sn137	ff	bb	ayed	0,18	R-V-Rh	0,171	YY	YY	YY	YY	k_s 	0,379	A-Co	0,115	IM2-RP	0,153	N-On	0,111	stayed	Vf	sisters	Nf	VA_high	AN_low	r_VA_high	XXX
Sp10	Sn138	fi	bb	ayed	0,176	R-V-Rh	0,167	YY	YY	YY	YY	k_s	0,47	A-Co	0,082	IM2-RP	0,262	N-On	0,126	stayed	Vf	sissies	Ni	VA_high	AN_low	r_VA_high	XXX
Sp10	Sn139	if	bb	ayed?	0,196	YY	YY	YY	YY	YY	YY	k_s	0,405	A-Co	0,09	IM2-RP	0,199	N-On	0,116	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp10	Sn140	if	bb	ayed	0,187	R-V-Rh	0,176	IM1-R	0,011	YY	YY	k_s	0,413	A-Co	0,088	IM2-RP	0,191	?N-On	0,134	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp10	Sn141	ii	bb	ayed	0,181	R-V-Rh	0,171	YY	YY	YY	YY	k_s	0,464	A-Co?	0,048	IM2-RP	0,302	N-On	0,114	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
SP10	Sn142	ii	bb	ayed	0,191	R-V-Rh	0,173	IM1-R?	0,018	YY	YY	k_s	0,485	A-Co	0,06	IM1-RP	0,312	N-On	0,113	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp10	Sn149	ff	bb	l	0,092	YY	YY	YY	YY	A-On	0,092	oose_b	0,479	A-Rh	0,318	YY	YY	YY	YY	shake	Vf	boxes	Nf	VA_high	AN_high	r_med	XXX
Sp10	Sn150	fi	bb	l	0,074	YY	YY	YY	YY	A-On	0,074	oose_b?	0,784	A-Rh?	0,302	YY	YY	YY	YY	shake	Vf	bobbers	Ni	VA_high	AN_low	r_VA_high	XXX
Sp10	Sn151	if	bb	l	0,075	YY	YY	YY	YY	A-On	0,075	oose_b	0,727	A-Rh?	0,366	YY	YY	YY	YY	snakes	Vi	boxes	Nf	VA_med	AN_high	r_AN_high	XXX
Sp10	Sn152	ii	bb	l	0,094	YY	YY	YY	YY	A-On	0,094	oose_b	0,573	A-Rh?	0,303	YY	YY	YY	YY	snakes	Vi	bobbers	Ni	VA_med	AN_low	r_VA_high	XXX
Sp10	Sn163	ff	bb	ks_l	0,242	YY	YY	YY	YY	A-On	0,09	ate_m	0,464	A-Rh	0,21	IM2-RP	0,153	N-On	0,101	works	Vf	markets	Nf	VA_high	AN_med	r_VA_high	XXX
Sp10	Sn164	fi	bb	ks_l	0,162	YY	YY	YY	YY	A-On	0,07	ate_m	0,373	A-Rh	0,122	IM2-RP	0,159	N-On	0,092	works	Vf	marshals	Ni	VA_high	AN_med	r_VA_high	XXX
Sp10	Sn165	if	bb	ks_l	0,182	YY	YY	YY	YY	A-On	0,062	ate_m	0,566	A-Rh?	0,176	IM2-RP	0,32	N-On	0,07	lurks	Vi	markets	Nf	VA_low	AN_med	r_AN_high	XXX
Sp10	Sn166	ii	bb	ks_l	0,191	YY	YY	YY	YY	A-On	0,069	a?te_m	0,463	A-Rh	0,124	IM2-RP	0,244	N-On	0,094	lurks	Vi	marshals	Ni	VA_low	AN_med	r_AN_high	XXX
Sp15	Sn137	ff	bb	ayed	0,18	R-V-Rh	0,17	IM1-R?	0,01	YY	YY	k_s	0,204	A-Co	0,056	IM2-R(P)	0,031	N-On	0,116	stayed	Vf	sisters	Nf	VA_high	AN_low	r_VA_high	XXX
Sp15	Sn138	fi	bb	ayed	0,195	R-V-Rh	0,186	IM1-R?	0,008	YY	YY	k_s	0,178	A-Co	0,045	IM2-R(P)	0,034	N-On	0,099	stayed	Vf	sissies	Ni	VA_high	AN_low	r_VA_high	XXX
Sp15	Sn139	if	bb	ayed	0,216	R-V-Rh	0,203	IM1-R	0,013	YY	YY	k_s	0,198	A-Co	0,035	IM2-R(P)?	0,021	N-On	0,142	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp15	Sn140	if	bb	ayed	0,231	R-V-Rh	0,211	YY	YY	YY	YY	k_s	0,188	A-Co	0,043	IM2-R(P)	0,031	N-On	0,114	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp15	Sn141	ii	bb	ayed	0,193	R-V-Rh	0,183	YY	YY	YY	YY	k_s	0,195	A-Co	0,049	IM2-R(P)	0,046	N-On	0,099	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp15	Sn142	ii	bb	ayed	0,233	R-V-Rh	0,222	YY	YY	YY	YY	k_s	0,205	A-Co	0,06	IM2-R(P)	0,038	N-On	0,107	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp15	Sn159	ff	aa	th+IM	0,139	YY	YY	YY	YY	YY	YY	in_f	0,259	A-Rh	0,164	YY	YY	YY	YY	wear	Vf	farmers	Nf	VA_high	AN_low	r_VA_high	XXX
Sp15	Sn160	fi	aa	th+IM	0,134	YY	YY	YY	YY	YY	YY	in_f	0,227	A-Rh	0,151	YY	YY	YY	YY	wear	Vf	farthings	Ni	VA_high	AN_low	r_VA_high	XXX
Sp15	Sn161	if	aa	th+IM	0,133	YY	YY	YY	YY	YY	YY	in_f	0,233	A-Rh	0,129	YY	YY	YY	YY	pare	Vi	farmers	Nf	VA_low	AN_low	r_AN_high	XXX
Sp15	Sn162	ii	aa	th+IM	0,17	YY	YY	YY	YY	YY	YY	in_f	0,338	A-Rh	0,189	YY	YY	YY	YY	pare	Vi	farthings	Ni	VA_low	AN_low	r_VA_high	XXX
Sp16	Sn113	ff	aa	ropped_f	0,5	R-V-ORh	0,31	YY	YY	YY	YY	lat_p	0,262	YY	YY	YY	YY	YY	YY	dropped	Vf	plants	Nf	VA_med	AN_med	r_med	XXX
Sp16	Sn114	fi	aa	ropped_f	0,537	R-V-ORh	0,312	YY	YY	YY	YY	lat_p	0,263	YY	YY	YY	YY	YY	YY	dropped	Vf	planks	Ni	VA_med	AN_med	r_med	XXX
Sp16	Sn115	if	aa	ropped_f	0,438	R-V-ORh	0,282	YY	YY	YY	YY	lat_p	0,322	A-ORh	0,203	IM2-R	0,064	N-Cl	0,055	cropped	Vi	plants	Nf	VA_low	AN_med	r_AN_high	XXX
Sp16	Sn116	ii	aa	ropped_f	0,514	YY	YY	YY	YY	YY	YY	lat_p	0,262	A-ORh?	0,195	YY	YY	YY	YY	cropped	Vi	planks	Ni	VA_low	AN_med	r_med	XXX
Sp16	Sn125	ff	aa	ade	0,476	V-Rh	0,283	IM1-RP	0,193	YY	YY	d_p	0,143	A-Co	0,053	IM2-R	0,024	N-Cl	0,066	made	Vf	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp16	Sn126	fi	aa	ade	0,287	V-Rh	0,273	IM1-R(P)	0,014	YY	YY	d_p	0,165	A-Co	0,065	IM2-R?	0,023	N-Cl	0,076	made	Vf	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp16	Sn127	if	aa	ade	0,443	V-Rh	0,286	IM1-RP	0,158	YY	YY	d_p	0,145	A-Co	0,057	IM2-R	0,005	N-Cl	0,084	shade	Vi	pictures	Nf	VA_high	AN_high	r_med	XXX
Sp16	Sn128	ii	aa	ade	0,544	V-Rh	0,311	IM1-RP	0,232	YY	YY	d_p	0,13	A-Co	0,048	IM2-R	0,027	N-Cl	0,055	shade	Vi	pitchers	Ni	VA_high	AN_high	r_VA_high	XXX
Sp16	Sn129	ff	aa	ke_c	0,135	YY	YY	YY	YY	YY	YY	lean_f	0,436	R-A-ORh	0,312	YY	YY	N-On	0,124	make	Vf	fields	Nf	VA_high	AN_high	r_VA_high	XXX
Sp16	Sn130	fi	aa	ke_c	0,263	V-Co?	0,065	YY	YY	YY	YY	lean_f	0,453	R-A-ORh	0,326	YY	YY	N-On	0,127	make	Vf	fiefs	Ni	VA_high	AN_low	r_VA_high	XXX
Sp16	Sn131	if	aa	ke_c	0,347	V-Co?	0,094	IM1-R	0,141	A-Cl?	0,111	lean_f	0,425	R-A-ORh	0,313	YY	YY	N-On	0,111	rake	Vi	fields	Nf	VA_med	AN_high	r_AN_high	XXX
Sp16	Sn132	ii	aa	ke_c?	0,236	V-Co?	0,099	YY	YY	YY	YY	lean_f	0,465	R-A-ORh	0,365	YY	YY	N-On	0,1	rake	Vi	fiefs	Ni	VA_med	AN_low	r_VA_high	XXX
Sp16	Sn137	ff	bb	ayed	0,19	R-V-Rh	0,177	IM1-R	0,013	YY	YY	k_s	0,429	A-Co	0,067	IM2-RP	0,198	?N-On	0,165	stayed	Vf	sisters	Nf	VA_high	AN_low	r_VA_high	XXX
Sp16	Sn138	fi	bb	ayed	0,188	R-V-Rh	0,174	IM1-R	0,014	YY	YY	k_s	0,435	A-Co	0,125	IM2-RP	0,157	N-On	0,153	stayed	Vf	sissies	Ni	VA_high	AN_low	r_VA_high	XXX
Sp16	Sn139	if	bb	ayed	0,254	R-V-Rh	0,239	IM1-R	0,015	YY	YY	k_s	0,246	A-Co	0,082	IM2-R(P)	0,024	N-On	0,14	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp16	Sn140	if	bb	ayed	0,2	R-V-Rh	0,2	YY	YY	YY	YY	k_s	0,407	A-Co	0,127	IM2-RP	0,125	N-On	0,155	bayed	Vi	sisters	Nf	VA_low	AN_low	r_AN_high	XXX
Sp16	Sn141	ii	bb	ayed	0,37	R-V-Rh	0,268	IM1-R	0,102	YY	YY	k_s	0,237	A-Co	0,081	IM2-R(P)	0,023	N-On	0,133	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp16	Sn142	ii	bb	ayed	0,21	R-V-Rh	0,192	YY	YY	YY	YY	k_s	0,291	A-Co	0,084	IM2-R(P)	0,057	N-On	0,15	bayed	Vi	sissies	Ni	VA_low	AN_low	r_AN_high	XXX
Sp16	Sn143	ff	aa	layed_d	0,281	V-ORh	0,165	IM1-R?	0,062	A-Cl	0,055	ead_f	0,299	R-A-Rh	0,172	IM2-R?	0,022	N-On	0,105	played	Vf	fish	Nf	VA_high	AN_high	r_med	XXX
Sp16	Sn144	fi	aa	layed_d	0,34	V-ORh	0,22	IM1-R?	0,059	A-Cl	0,061	ead_f	0,318	R-A-Rh	0,179	IM2-R?	0,022	N-On	0,117	played	Vf	fiends	Ni	VA_high	AN_med	r_VA_high	XXX
Sp16	Sn145	if	aa	layed_d	0,488	V-ORh	0,312	IM1-R	0,082	A-Cl	0,095	ead_f	0,31	R-A-Rh	0,173	IM2-R?	0,036	N-On	0,102	slayed	Vi	fish	Nf	VA_low	AN_high	r_AN_high	XXX
Sp16	Sn146	ii	aa	layed_d	0,528	V-ORh	0,367	IM1-R	0,06	A-Cl	0,101	ead_f	0,318	R-A-Rh	0,171	IM2-R?	0,032	N-On	0,114	slayed	Vi	fiends	Ni	VA_low	AN_med	r_AN_high	XXX
Sp16	Sn155	ff	aa	urned_sm	0,608	R-V-Rh	0,385	IM1-R(P)	0,009	A-On	0,213	ooth_b	0,282	A-Rh	0,205	YY	YY	N-Cl	0,077	turned	Vf	balls	Nf	VA_low	AN_high	r_AN_high	XXX
